county,date,vaccines_started,vaccines_completed
Erie,2021-05-05,177,210
Erie,2021-05-06,162,457
Erie,2021-05-07,117,360
Erie,2021-05-08,83,160
Erie,2021-05-09,20,57
Erie,2021-05-10,71,67
Erie,2021-05-11,56,185
Erie,2021-05-12,67,122
Erie,2021-05-13,207,447
Erie,2021-05-14,187,165
Erie,2021-05-15,102,89
Erie,2021-05-16,87,50
Erie,2021-05-17,144,99
Erie,2021-05-18,146,152
Erie,2021-05-19,158,129
Erie,2021-05-20,231,221
Erie,2021-05-21,150,169
Erie,2021-05-22,81,93
Erie,2021-05-23,73,29
Erie,2021-05-24,103,144
Erie,2021-05-25,94,190
Erie,2021-05-26,104,138
Erie,2021-05-27,156,247
Erie,2021-05-28,38,75
Fairfield,2020-12-14,0,0
Fairfield,2020-12-15,19,0
Fairfield,2020-12-16,15,0
Fairfield,2020-12-17,24,0
Fairfield,2020-12-18,25,0
Fairfield,2020-12-19,0,0
Fairfield,2020-12-20,0,0
Fairfield,2020-12-21,16,0
Fairfield,2020-12-22,91,0
Fairfield,2020-12-23,243,1
Fairfield,2020-12-24,123,0
Fairfield,2020-12-25,3,0
Fairfield,2020-12-26,51,0
Fairfield,2020-12-27,51,0
Fairfield,2020-12-28,274,1
Fairfield,2020-12-29,309,0
Fairfield,2020-12-30,305,0
Fairfield,2020-12-31,345,2
Fairfield,2021-01-01,13,0
Fairfield,2021-01-02,55,0
Fairfield,2021-01-03,50,0
Fairfield,2021-01-04,316,2
Fairfield,2021-01-05,381,23
Fairfield,2021-01-06,436,13
Fairfield,2021-01-07,444,20
Fairfield,2021-01-08,486,22
Fairfield,2021-01-09,71,1
Fairfield,2021-01-10,292,4
Fairfield,2021-01-11,310,20
Fairfield,2021-01-12,378,52
Fairfield,2021-01-13,242,23
Fairfield,2021-01-14,309,11
Fairfield,2021-01-15,409,31
Fairfield,2021-01-16,78,4
Fairfield,2021-01-17,26,5
Fairfield,2021-01-18,15,25
Fairfield,2021-01-19,201,116
Fairfield,2021-01-20,279,140
Fairfield,2021-01-21,616,180
Fairfield,2021-01-22,581,172
Fairfield,2021-01-23,236,14
Fairfield,2021-01-24,122,36
Fairfield,2021-01-25,275,235
Fairfield,2021-01-26,319,379
Fairfield,2021-01-27,498,376
Fairfield,2021-01-28,750,301
Fairfield,2021-01-29,690,294
Fairfield,2021-01-30,219,26
Fairfield,2021-01-31,122,217
Fairfield,2021-02-01,329,315
Fairfield,2021-02-02,459,361
Fairfield,2021-02-03,559,255
Fairfield,2021-02-04,774,295
Fairfield,2021-02-05,641,419
Fairfield,2021-02-06,319,98
Fairfield,2021-02-07,90,48
Fairfield,2021-02-08,234,160
Fairfield,2021-02-09,404,418
Fairfield,2021-02-10,461,299
Fairfield,2021-02-11,609,446
Fairfield,2021-02-12,475,314
Fairfield,2021-02-13,147,162
Fairfield,2021-02-14,75,84
Fairfield,2021-02-15,268,185
Fairfield,2021-02-16,159,110
Fairfield,2021-02-17,336,563
Fairfield,2021-02-18,376,527
Fairfield,2021-02-19,155,634
Fairfield,2021-02-20,166,285
Fairfield,2021-02-21,19,82
Fairfield,2021-02-22,161,238
Fairfield,2021-02-23,353,643
Fairfield,2021-02-24,632,634
Fairfield,2021-02-25,1499,557
Fairfield,2021-02-26,903,657
Fairfield,2021-02-27,760,324
Fairfield,2021-02-28,77,105
Fairfield,2021-03-01,450,278
Fairfield,2021-03-02,511,616
Fairfield,2021-03-03,925,278
Fairfield,2021-03-04,1010,556
Fairfield,2021-03-05,878,658
Fairfield,2021-03-06,543,262
Fairfield,2021-03-07,84,100
Fairfield,2021-03-08,692,387
Fairfield,2021-03-09,1226,546
Fairfield,2021-03-10,1259,492
Fairfield,2021-03-11,1448,1102
Fairfield,2021-03-12,1192,545
Fairfield,2021-03-13,332,131
Fairfield,2021-03-14,81,93
Fairfield,2021-03-15,445,292
Fairfield,2021-03-16,764,791
Fairfield,2021-03-17,1105,694
Fairfield,2021-03-18,1345,960
Fairfield,2021-03-19,1071,1193
Fairfield,2021-03-20,427,664
Fairfield,2021-03-21,100,41
Fairfield,2021-03-22,566,204
Fairfield,2021-03-23,1051,353
Fairfield,2021-03-24,993,528
Fairfield,2021-03-25,1353,853
Fairfield,2021-03-26,521,1090
Fairfield,2021-03-27,277,195
Fairfield,2021-03-28,76,70
Fairfield,2021-03-29,578,696
Fairfield,2021-03-30,1012,605
Fairfield,2021-03-31,985,711
Fairfield,2021-04-01,1230,790
Fairfield,2021-04-02,881,829
Fairfield,2021-04-03,421,312
Fairfield,2021-04-04,75,39
Fairfield,2021-04-05,646,918
Fairfield,2021-04-06,977,964
Fairfield,2021-04-07,877,995
Fairfield,2021-04-08,838,1222
Fairfield,2021-04-09,836,1542
Fairfield,2021-04-10,414,427
Fairfield,2021-04-11,219,174
Fairfield,2021-04-12,725,761
Fairfield,2021-04-13,736,872
Fairfield,2021-04-14,855,711
Fairfield,2021-04-15,659,935
Fairfield,2021-04-16,964,997
Fairfield,2021-04-17,244,365
Fairfield,2021-04-18,82,68
Fairfield,2021-04-19,481,539
Fairfield,2021-04-20,419,646
Fairfield,2021-04-21,403,897
Fairfield,2021-04-22,402,1009
Fairfield,2021-04-23,456,582
Fairfield,2021-04-24,126,226
Fairfield,2021-04-25,44,59
Fairfield,2021-04-26,273,623
Fairfield,2021-04-27,296,832
Fairfield,2021-04-28,277,949
Fairfield,2021-04-29,311,989
Fairfield,2021-04-30,359,868
Fairfield,2021-05-01,125,312
Fairfield,2021-05-02,59,102
Fairfield,2021-05-03,179,577
Fairfield,2021-05-04,255,936
Fairfield,2021-05-05,207,776
Fairfield,2021-05-06,255,836
Fairfield,2021-05-07,270,913
Fairfield,2021-05-08,128,276
Fairfield,2021-05-09,41,85
Fairfield,2021-05-10,143,697
Fairfield,2021-05-11,139,495
Fairfield,2021-05-12,173,693
Fairfield,2021-05-13,398,535
Fairfield,2021-05-14,413,790
Fairfield,2021-05-15,329,200
Fairfield,2021-05-16,178,76
Fairfield,2021-05-17,444,324
Fairfield,2021-05-18,428,268
Fairfield,2021-05-19,348,263
Fairfield,2021-05-20,352,348
Fairfield,2021-05-21,370,302
Fairfield,2021-05-22,269,159
Fairfield,2021-05-23,117,61
Fairfield,2021-05-24,290,211
Fairfield,2021-05-25,272,268
Fairfield,2021-05-26,259,242
Fairfield,2021-05-27,150,248
Fairfield,2021-05-28,123,152
Fayette,2020-12-14,0,0
Fayette,2020-12-15,0,0
Fayette,2020-12-16,2,0
Fayette,2020-12-17,1,0
Fayette,2020-12-18,1,0
Fayette,2020-12-19,0,0
Fayette,2020-12-20,0,0
Fayette,2020-12-21,2,0
Fayette,2020-12-22,4,0
Fayette,2020-12-23,72,0
Fayette,2020-12-24,13,0
Fayette,2020-12-25,0,0
Fayette,2020-12-26,9,0
Fayette,2020-12-27,55,0
Fayette,2020-12-28,32,0
Fayette,2020-12-29,53,0
Fayette,2020-12-30,43,0
Fayette,2020-12-31,15,0
Fayette,2021-01-01,6,2
Fayette,2021-01-02,1,0
Fayette,2021-01-03,0,0
Fayette,2021-01-04,15,1
Fayette,2021-01-05,52,1
Fayette,2021-01-06,158,4
Fayette,2021-01-07,22,1
Fayette,2021-01-08,61,1
Fayette,2021-01-09,36,0
Fayette,2021-01-10,3,0
Fayette,2021-01-11,145,7
Fayette,2021-01-12,39,2
Fayette,2021-01-13,22,46
Fayette,2021-01-14,17,3
Fayette,2021-01-15,43,0
Fayette,2021-01-16,4,7
Fayette,2021-01-17,9,28
Fayette,2021-01-18,5,4
Fayette,2021-01-19,9,1
Fayette,2021-01-20,199,12
Fayette,2021-01-21,89,12
Fayette,2021-01-22,29,12
Fayette,2021-01-23,12,0
Fayette,2021-01-24,0,0
Fayette,2021-01-25,19,34
Fayette,2021-01-26,73,14
Fayette,2021-01-27,260,40
Fayette,2021-01-28,89,33
Fayette,2021-01-29,41,33
Fayette,2021-01-30,33,34
Fayette,2021-01-31,15,0
Fayette,2021-02-01,60,147
Fayette,2021-02-02,61,99
Fayette,2021-02-03,264,36
Fayette,2021-02-04,76,54
Fayette,2021-02-05,37,56
Fayette,2021-02-06,18,2
Fayette,2021-02-07,11,8
Fayette,2021-02-08,16,41
Fayette,2021-02-09,48,116
Fayette,2021-02-10,215,28
Fayette,2021-02-11,86,45
Fayette,2021-02-12,364,27
Fayette,2021-02-13,6,6
Fayette,2021-02-14,2,1
Fayette,2021-02-15,16,5
Fayette,2021-02-16,9,2
Fayette,2021-02-17,94,191
Fayette,2021-02-18,71,90
Fayette,2021-02-19,185,32
Fayette,2021-02-20,6,41
Fayette,2021-02-21,2,8
Fayette,2021-02-22,9,56
Fayette,2021-02-23,5,151
Fayette,2021-02-24,338,91
Fayette,2021-02-25,86,143
Fayette,2021-02-26,51,45
Fayette,2021-02-27,23,14
Fayette,2021-02-28,5,13
Fayette,2021-03-01,18,28
Fayette,2021-03-02,11,30
Fayette,2021-03-03,329,148
Fayette,2021-03-04,248,222
Fayette,2021-03-05,33,51
Fayette,2021-03-06,18,40
Fayette,2021-03-07,5,11
Fayette,2021-03-08,36,29
Fayette,2021-03-09,289,388
Fayette,2021-03-10,329,139
Fayette,2021-03-11,120,91
Fayette,2021-03-12,32,346
Fayette,2021-03-13,14,12
Fayette,2021-03-14,7,4
Fayette,2021-03-15,20,13
Fayette,2021-03-16,167,302
Fayette,2021-03-17,297,120
Fayette,2021-03-18,98,70
Fayette,2021-03-19,25,14
Fayette,2021-03-20,22,18
Fayette,2021-03-21,10,10
Fayette,2021-03-22,25,19
Fayette,2021-03-23,128,272
Fayette,2021-03-24,317,106
Fayette,2021-03-25,82,92
Fayette,2021-03-26,33,30
Fayette,2021-03-27,18,12
Fayette,2021-03-28,6,2
Fayette,2021-03-29,44,23
Fayette,2021-03-30,58,261
Fayette,2021-03-31,239,102
Fayette,2021-04-01,108,128
Fayette,2021-04-02,54,72
Fayette,2021-04-03,50,39
Fayette,2021-04-04,8,5
Fayette,2021-04-05,35,44
Fayette,2021-04-06,71,67
Fayette,2021-04-07,109,346
Fayette,2021-04-08,242,146
Fayette,2021-04-09,73,71
Fayette,2021-04-10,46,40
Fayette,2021-04-11,18,20
Fayette,2021-04-12,32,34
Fayette,2021-04-13,26,28
Fayette,2021-04-14,38,286
Fayette,2021-04-15,74,96
Fayette,2021-04-16,102,31
Fayette,2021-04-17,12,10
Fayette,2021-04-18,1,4
Fayette,2021-04-19,19,17
Fayette,2021-04-20,17,29
Fayette,2021-04-21,43,356
Fayette,2021-04-22,114,106
Fayette,2021-04-23,22,26
Fayette,2021-04-24,8,22
Fayette,2021-04-25,4,0
Fayette,2021-04-26,22,28
Fayette,2021-04-27,9,31
Fayette,2021-04-28,19,225
Fayette,2021-04-29,60,58
Fayette,2021-04-30,53,25
Fayette,2021-05-01,19,24
Fayette,2021-05-02,6,8
Fayette,2021-05-03,17,17
Fayette,2021-05-04,17,39
Fayette,2021-05-05,53,176
Fayette,2021-05-06,38,98
Fayette,2021-05-07,39,72
Fayette,2021-05-08,12,10
Fayette,2021-05-09,1,1
Fayette,2021-05-10,10,22
Fayette,2021-05-11,31,26
Fayette,2021-05-12,29,68
Fayette,2021-05-13,46,126
Fayette,2021-05-14,38,35
Fayette,2021-05-15,44,14
Fayette,2021-05-16,7,4
Fayette,2021-05-17,29,15
Fayette,2021-05-18,87,21
Fayette,2021-05-19,84,112
Fayette,2021-05-20,52,18
Fayette,2021-05-21,40,19
Fayette,2021-05-22,34,12
Fayette,2021-05-23,12,3
Fayette,2021-05-24,31,24
Fayette,2021-05-25,25,13
Fayette,2021-05-26,37,44
Fayette,2021-05-27,60,37
Fayette,2021-05-28,11,8
Franklin,2020-12-14,20,0
Franklin,2020-12-15,164,1
Franklin,2020-12-16,266,0
Franklin,2020-12-17,252,0
Franklin,2020-12-18,484,0
Franklin,2020-12-19,13,0
Franklin,2020-12-20,13,0
Franklin,2020-12-21,686,0
Franklin,2020-12-22,611,0
Franklin,2020-12-23,2521,1
Franklin,2020-12-24,1296,2
Franklin,2020-12-25,17,0
Franklin,2020-12-26,632,0
Franklin,2020-12-27,526,0
Franklin,2020-12-28,2271,3
Franklin,2020-12-29,2628,3
Franklin,2020-12-30,3275,9
Franklin,2020-12-31,2201,21
Franklin,2021-01-01,138,9
Franklin,2021-01-02,1077,5
Franklin,2021-01-03,192,11
Franklin,2021-01-04,3610,11
Franklin,2021-01-05,2731,192
Franklin,2021-01-06,3152,262
Franklin,2021-01-07,3897,172
Franklin,2021-01-08,3530,463
Franklin,2021-01-09,1595,28
Franklin,2021-01-10,978,13
Franklin,2021-01-11,2654,591
Franklin,2021-01-12,3275,417
Franklin,2021-01-13,2470,500
Franklin,2021-01-14,3446,302
Franklin,2021-01-15,3728,107
Franklin,2021-01-16,1282,215
Franklin,2021-01-17,547,222
Franklin,2021-01-18,686,501
Franklin,2021-01-19,2372,1109
Franklin,2021-01-20,3093,1990
Franklin,2021-01-21,4428,1084
Franklin,2021-01-22,4546,683
Franklin,2021-01-23,3203,325
Franklin,2021-01-24,693,44
Franklin,2021-01-25,3449,2094
Franklin,2021-01-26,3560,2303
Franklin,2021-01-27,2960,2460
Franklin,2021-01-28,3423,2886
Franklin,2021-01-29,3394,2729
Franklin,2021-01-30,2207,680
Franklin,2021-01-31,765,589
Franklin,2021-02-01,2335,2989
Franklin,2021-02-02,3775,2249
Franklin,2021-02-03,5876,2404
Franklin,2021-02-04,7065,3584
Franklin,2021-02-05,6644,3610
Franklin,2021-02-06,4876,1517
Franklin,2021-02-07,1971,966
Franklin,2021-02-08,2200,2392
Franklin,2021-02-09,2765,4066
Franklin,2021-02-10,3602,2819
Franklin,2021-02-11,2536,4607
Franklin,2021-02-12,3620,3609
Franklin,2021-02-13,1360,2743
Franklin,2021-02-14,425,250
Franklin,2021-02-15,1955,2221
Franklin,2021-02-16,1823,1071
Franklin,2021-02-17,2268,3720
Franklin,2021-02-18,1943,4417
Franklin,2021-02-19,2588,4495
Franklin,2021-02-20,919,2854
Franklin,2021-02-21,145,612
Franklin,2021-02-22,2072,2814
Franklin,2021-02-23,2861,5885
Franklin,2021-02-24,3466,5755
Franklin,2021-02-25,4211,5657
Franklin,2021-02-26,4137,6136
Franklin,2021-02-27,1178,3808
Franklin,2021-02-28,566,637
Franklin,2021-03-01,3386,2222
Franklin,2021-03-02,4806,2664
Franklin,2021-03-03,3360,3002
Franklin,2021-03-04,5746,3854
Franklin,2021-03-05,6722,4737
Franklin,2021-03-06,3054,3293
Franklin,2021-03-07,924,806
Franklin,2021-03-08,6105,3618
Franklin,2021-03-09,7365,3671
Franklin,2021-03-10,7372,4806
Franklin,2021-03-11,7993,3884
Franklin,2021-03-12,8319,3911
Franklin,2021-03-13,4748,1436
Franklin,2021-03-14,973,492
Franklin,2021-03-15,4323,2900
Franklin,2021-03-16,7683,2637
Franklin,2021-03-17,9009,2997
Franklin,2021-03-18,11986,3178
Franklin,2021-03-19,11011,4221
Franklin,2021-03-20,6070,1039
Franklin,2021-03-21,3615,423
Franklin,2021-03-22,6323,2749
Franklin,2021-03-23,9964,3648
Franklin,2021-03-24,11469,4672
Franklin,2021-03-25,9831,5969
Franklin,2021-03-26,8209,6501
Franklin,2021-03-27,6070,1912
Franklin,2021-03-28,1269,595
Franklin,2021-03-29,6717,4073
Franklin,2021-03-30,10145,5653
Franklin,2021-03-31,12516,6558
Franklin,2021-04-01,13705,8105
Franklin,2021-04-02,10995,7363
Franklin,2021-04-03,7315,4878
Franklin,2021-04-04,1235,620
Franklin,2021-04-05,6861,4978
Franklin,2021-04-06,9527,9501
Franklin,2021-04-07,11681,8673
Franklin,2021-04-08,11643,12233
Franklin,2021-04-09,10697,12392
Franklin,2021-04-10,6307,7893
Franklin,2021-04-11,2323,4055
Franklin,2021-04-12,9455,6190
Franklin,2021-04-13,10047,8579
Franklin,2021-04-14,7222,9893
Franklin,2021-04-15,7502,9003
Franklin,2021-04-16,7825,7839
Franklin,2021-04-17,3470,5389
Franklin,2021-04-18,621,1298
Franklin,2021-04-19,5010,6675
Franklin,2021-04-20,5131,9732
Franklin,2021-04-21,4839,10793
Franklin,2021-04-22,4285,9011
Franklin,2021-04-23,5016,9809
Franklin,2021-04-24,2162,4197
Franklin,2021-04-25,668,1171
Franklin,2021-04-26,3107,8328
Franklin,2021-04-27,2810,7545
Franklin,2021-04-28,3164,11896
Franklin,2021-04-29,3450,10428
Franklin,2021-04-30,3626,9486
Franklin,2021-05-01,1974,4176
Franklin,2021-05-02,751,1443
Franklin,2021-05-03,2846,7178
Franklin,2021-05-04,2412,8440
Franklin,2021-05-05,2612,8464
Franklin,2021-05-06,2325,7639
Franklin,2021-05-07,2463,9454
Franklin,2021-05-08,1190,3228
Franklin,2021-05-09,568,747
Franklin,2021-05-10,1366,6476
Franklin,2021-05-11,1522,5726
Franklin,2021-05-12,2032,5468
Franklin,2021-05-13,3639,4224
Franklin,2021-05-14,4990,5256
Franklin,2021-05-15,3082,2830
Franklin,2021-05-16,1686,850
Franklin,2021-05-17,4305,3340
Franklin,2021-05-18,4625,3151
Franklin,2021-05-19,3722,3166
Franklin,2021-05-20,3528,3735
Franklin,2021-05-21,3828,4262
Franklin,2021-05-22,2639,1958
Franklin,2021-05-23,1228,668
Franklin,2021-05-24,2605,2696
Franklin,2021-05-25,2529,2233
Franklin,2021-05-26,2229,2785
Franklin,2021-05-27,2048,2219
Franklin,2021-05-28,1218,1315
Fulton,2020-12-14,0,0
Fulton,2020-12-15,1,0
Fulton,2020-12-16,2,0
Fulton,2020-12-17,9,0
Fulton,2020-12-18,7,0
Fulton,2020-12-19,0,0
Fulton,2020-12-20,0,0
Fulton,2020-12-21,139,0
Fulton,2020-12-22,7,0
Fulton,2020-12-23,50,0
Fulton,2020-12-24,22,0
Fulton,2020-12-25,3,0
Fulton,2020-12-26,13,0
Fulton,2020-12-27,6,0
Fulton,2020-12-28,47,0
Fulton,2020-12-29,140,0
Fulton,2020-12-30,98,0
Fulton,2020-12-31,34,0
Fulton,2021-01-01,2,0
Fulton,2021-01-02,7,0
Fulton,2021-01-03,20,0
Fulton,2021-01-04,62,0
Fulton,2021-01-05,146,1
Fulton,2021-01-06,122,2
Fulton,2021-01-07,55,10
Fulton,2021-01-08,33,7
Fulton,2021-01-09,14,0
Fulton,2021-01-10,0,0
Fulton,2021-01-11,76,132
Fulton,2021-01-12,39,3
Fulton,2021-01-13,54,11
Fulton,2021-01-14,121,0
Fulton,2021-01-15,68,1
Fulton,2021-01-16,21,2
Fulton,2021-01-17,9,6
Fulton,2021-01-18,42,0
Fulton,2021-01-19,91,85
Fulton,2021-01-20,44,44
Fulton,2021-01-21,284,15
Fulton,2021-01-22,262,4
Fulton,2021-01-23,328,14
Fulton,2021-01-24,5,6
Fulton,2021-01-25,16,51
Fulton,2021-01-26,47,123
Fulton,2021-01-27,15,80
Fulton,2021-01-28,373,45
Fulton,2021-01-29,69,9
Fulton,2021-01-30,9,5
Fulton,2021-01-31,3,15
Fulton,2021-02-01,20,76
Fulton,2021-02-02,29,98
Fulton,2021-02-03,26,98
Fulton,2021-02-04,349,54
Fulton,2021-02-05,35,29
Fulton,2021-02-06,9,22
Fulton,2021-02-07,4,8
Fulton,2021-02-08,38,69
Fulton,2021-02-09,41,100
Fulton,2021-02-10,26,58
Fulton,2021-02-11,216,388
Fulton,2021-02-12,166,271
Fulton,2021-02-13,95,17
Fulton,2021-02-14,4,1
Fulton,2021-02-15,11,12
Fulton,2021-02-16,22,8
Fulton,2021-02-17,77,30
Fulton,2021-02-18,22,20
Fulton,2021-02-19,46,293
Fulton,2021-02-20,9,306
Fulton,2021-02-21,2,4
Fulton,2021-02-22,48,16
Fulton,2021-02-23,23,41
Fulton,2021-02-24,431,20
Fulton,2021-02-25,200,370
Fulton,2021-02-26,187,102
Fulton,2021-02-27,607,24
Fulton,2021-02-28,30,3
Fulton,2021-03-01,29,38
Fulton,2021-03-02,560,31
Fulton,2021-03-03,124,26
Fulton,2021-03-04,585,153
Fulton,2021-03-05,519,120
Fulton,2021-03-06,480,470
Fulton,2021-03-07,19,20
Fulton,2021-03-08,92,58
Fulton,2021-03-09,167,69
Fulton,2021-03-10,396,271
Fulton,2021-03-11,455,251
Fulton,2021-03-12,104,121
Fulton,2021-03-13,85,45
Fulton,2021-03-14,4,1
Fulton,2021-03-15,34,59
Fulton,2021-03-16,127,30
Fulton,2021-03-17,458,109
Fulton,2021-03-18,483,185
Fulton,2021-03-19,108,108
Fulton,2021-03-20,132,548
Fulton,2021-03-21,9,2
Fulton,2021-03-22,53,12
Fulton,2021-03-23,156,550
Fulton,2021-03-24,147,481
Fulton,2021-03-25,395,506
Fulton,2021-03-26,382,476
Fulton,2021-03-27,102,34
Fulton,2021-03-28,5,6
Fulton,2021-03-29,19,22
Fulton,2021-03-30,173,67
Fulton,2021-03-31,374,267
Fulton,2021-04-01,402,450
Fulton,2021-04-02,151,92
Fulton,2021-04-03,78,46
Fulton,2021-04-04,7,2
Fulton,2021-04-05,61,57
Fulton,2021-04-06,119,146
Fulton,2021-04-07,270,484
Fulton,2021-04-08,221,517
Fulton,2021-04-09,146,167
Fulton,2021-04-10,146,109
Fulton,2021-04-11,19,19
Fulton,2021-04-12,37,43
Fulton,2021-04-13,82,122
Fulton,2021-04-14,110,344
Fulton,2021-04-15,120,392
Fulton,2021-04-16,72,81
Fulton,2021-04-17,42,102
Fulton,2021-04-18,9,8
Fulton,2021-04-19,20,52
Fulton,2021-04-20,49,200
Fulton,2021-04-21,63,321
Fulton,2021-04-22,68,368
Fulton,2021-04-23,86,136
Fulton,2021-04-24,35,60
Fulton,2021-04-25,1,7
Fulton,2021-04-26,41,49
Fulton,2021-04-27,54,82
Fulton,2021-04-28,49,215
Fulton,2021-04-29,67,192
Fulton,2021-04-30,87,74
Fulton,2021-05-01,48,124
Fulton,2021-05-02,2,12
Fulton,2021-05-03,26,28
Fulton,2021-05-04,49,56
Fulton,2021-05-05,82,133
Fulton,2021-05-06,58,145
Fulton,2021-05-07,49,87
Fulton,2021-05-08,35,46
Fulton,2021-05-09,5,10
Fulton,2021-05-10,41,39
Fulton,2021-05-11,30,44
Fulton,2021-05-12,45,35
Fulton,2021-05-13,56,49
Fulton,2021-05-14,93,112
Fulton,2021-05-15,62,53
Fulton,2021-05-16,19,6
Fulton,2021-05-17,135,95
Fulton,2021-05-18,100,74
Fulton,2021-05-19,96,56
Fulton,2021-05-20,63,46
Fulton,2021-05-21,119,91
Fulton,2021-05-22,53,34
Fulton,2021-05-23,7,4
Fulton,2021-05-24,85,63
Fulton,2021-05-25,85,53
Fulton,2021-05-26,47,44
Fulton,2021-05-27,66,87
Fulton,2021-05-28,13,9
Gallia,2020-12-14,0,0
Gallia,2020-12-15,1,0
Gallia,2020-12-16,1,0
Gallia,2020-12-17,0,0
Gallia,2020-12-18,2,0
Gallia,2020-12-19,0,0
Gallia,2020-12-20,1,0
Gallia,2020-12-21,1,0
Gallia,2020-12-22,174,1
Gallia,2020-12-23,148,0
Gallia,2020-12-24,3,0
Gallia,2020-12-25,0,0
Gallia,2020-12-26,18,0
Gallia,2020-12-27,3,0
Gallia,2020-12-28,72,0
Gallia,2020-12-29,78,0
Gallia,2020-12-30,72,0
Gallia,2020-12-31,27,0
Gallia,2021-01-01,1,2
Gallia,2021-01-02,5,0
Gallia,2021-01-03,2,0
Gallia,2021-01-04,38,1
Gallia,2021-01-05,20,1
Gallia,2021-01-06,63,1
Gallia,2021-01-07,37,1
Gallia,2021-01-08,165,2
Gallia,2021-01-09,3,0
Gallia,2021-01-10,1,0
Gallia,2021-01-11,74,1
Gallia,2021-01-12,38,2
Gallia,2021-01-13,27,4
Gallia,2021-01-14,107,0
Gallia,2021-01-15,171,103
Gallia,2021-01-16,5,1
Gallia,2021-01-17,1,2
Gallia,2021-01-18,68,74
Gallia,2021-01-19,223,54
Gallia,2021-01-20,146,42
Gallia,2021-01-21,147,30
Gallia,2021-01-22,178,60
Gallia,2021-01-23,10,3
Gallia,2021-01-24,3,4
Gallia,2021-01-25,100,23
Gallia,2021-01-26,151,32
Gallia,2021-01-27,105,62
Gallia,2021-01-28,87,76
Gallia,2021-01-29,20,131
Gallia,2021-01-30,1,3
Gallia,2021-01-31,2,3
Gallia,2021-02-01,75,70
Gallia,2021-02-02,23,6
Gallia,2021-02-03,144,79
Gallia,2021-02-04,84,44
Gallia,2021-02-05,199,17
Gallia,2021-02-06,2,3
Gallia,2021-02-07,0,2
Gallia,2021-02-08,7,32
Gallia,2021-02-09,70,70
Gallia,2021-02-10,177,53
Gallia,2021-02-11,151,122
Gallia,2021-02-12,267,128
Gallia,2021-02-13,7,3
Gallia,2021-02-14,1,2
Gallia,2021-02-15,11,21
Gallia,2021-02-16,45,84
Gallia,2021-02-17,16,151
Gallia,2021-02-18,11,91
Gallia,2021-02-19,10,187
Gallia,2021-02-20,10,0
Gallia,2021-02-21,0,4
Gallia,2021-02-22,158,112
Gallia,2021-02-23,47,155
Gallia,2021-02-24,161,158
Gallia,2021-02-25,174,169
Gallia,2021-02-26,195,68
Gallia,2021-02-27,3,5
Gallia,2021-02-28,1,2
Gallia,2021-03-01,128,52
Gallia,2021-03-02,104,23
Gallia,2021-03-03,181,108
Gallia,2021-03-04,157,128
Gallia,2021-03-05,77,177
Gallia,2021-03-06,4,2
Gallia,2021-03-07,2,1
Gallia,2021-03-08,46,32
Gallia,2021-03-09,264,261
Gallia,2021-03-10,337,115
Gallia,2021-03-11,112,166
Gallia,2021-03-12,216,474
Gallia,2021-03-13,3,5
Gallia,2021-03-14,2,4
Gallia,2021-03-15,107,6
Gallia,2021-03-16,91,7
Gallia,2021-03-17,331,48
Gallia,2021-03-18,79,66
Gallia,2021-03-19,167,173
Gallia,2021-03-20,5,1
Gallia,2021-03-21,0,1
Gallia,2021-03-22,117,107
Gallia,2021-03-23,162,41
Gallia,2021-03-24,194,94
Gallia,2021-03-25,146,181
Gallia,2021-03-26,89,343
Gallia,2021-03-27,4,4
Gallia,2021-03-28,0,3
Gallia,2021-03-29,109,62
Gallia,2021-03-30,107,109
Gallia,2021-03-31,189,162
Gallia,2021-04-01,139,149
Gallia,2021-04-02,29,240
Gallia,2021-04-03,7,1
Gallia,2021-04-04,2,1
Gallia,2021-04-05,102,48
Gallia,2021-04-06,67,81
Gallia,2021-04-07,153,225
Gallia,2021-04-08,77,113
Gallia,2021-04-09,100,320
Gallia,2021-04-10,15,11
Gallia,2021-04-11,8,7
Gallia,2021-04-12,49,165
Gallia,2021-04-13,42,165
Gallia,2021-04-14,23,90
Gallia,2021-04-15,16,157
Gallia,2021-04-16,23,171
Gallia,2021-04-17,4,2
Gallia,2021-04-18,1,1
Gallia,2021-04-19,13,96
Gallia,2021-04-20,36,68
Gallia,2021-04-21,14,61
Gallia,2021-04-22,21,144
Gallia,2021-04-23,10,101
Gallia,2021-04-24,3,10
Gallia,2021-04-25,4,2
Gallia,2021-04-26,18,100
Gallia,2021-04-27,25,94
Gallia,2021-04-28,37,54
Gallia,2021-04-29,18,51
Gallia,2021-04-30,26,120
Gallia,2021-05-01,2,3
Gallia,2021-05-02,2,2
Gallia,2021-05-03,20,55
Gallia,2021-05-04,8,40
Gallia,2021-05-05,17,56
Gallia,2021-05-06,28,77
Gallia,2021-05-07,29,45
Gallia,2021-05-08,0,5
Gallia,2021-05-09,2,3
Gallia,2021-05-10,10,35
Gallia,2021-05-11,8,14
Gallia,2021-05-12,10,33
Gallia,2021-05-13,37,55
Gallia,2021-05-14,57,33
Gallia,2021-05-15,6,6
Gallia,2021-05-16,9,4
Gallia,2021-05-17,32,27
Gallia,2021-05-18,21,19
Gallia,2021-05-19,28,36
Gallia,2021-05-20,54,47
Gallia,2021-05-21,39,14
Gallia,2021-05-22,5,4
